metric,contrast,n_pairs,staged_mean,staged_sample_sd,coadapt_mean,coadapt_sample_sd,paired_mean_difference,bootstrap_95ci_low,bootstrap_95ci_high,exact_two_sided_sign_flip_p,holm_adjusted_p_across_nine_endpoints
soft_relative_l2,coadapt_minus_staged,10,0.34823617041110994,0.017009463083657823,0.3441090196371078,0.012620444724744039,-0.0041271507740020755,-0.015464121103286743,0.008692651987075799,0.541015625,0.541015625
worst_branch_l2,coadapt_minus_staged,10,0.39317862689495087,0.021414690861657103,14.50299711227417,7.2731080426251244,14.109818485379218,9.970987234413624,18.47712491549551,0.001953125,0.017578125
oracle_l2,coadapt_minus_staged,10,0.3058722674846649,0.01965571733616744,0.27780872881412505,0.014027827966604197,-0.028063538670539855,-0.0404259979724884,-0.01652369201183319,0.00390625,0.017578125
aggregation_gain,coadapt_minus_staged,10,0.03392963744616258,0.008834747439843166,0.9055310602506832,0.0756323024969761,0.8716014228045207,0.8225640327811711,0.9104811664068826,0.001953125,0.017578125
soft_routing_regret,coadapt_minus_staged,10,0.001885575510095805,0.00046154894211361243,0.1175272224470973,0.09032635988925494,0.11564164693700149,0.0682509726495482,0.17305234724190086,0.001953125,0.017578125
effective_experts,coadapt_minus_staged,10,3.7059571981430053,0.21686649912313705,2.481054162979126,0.21822600858447896,-1.2249030351638794,-1.4497119426727294,-0.9904829448461532,0.001953125,0.017578125
top1_ratio,coadapt_minus_staged,10,1.0022117593197664,0.007255697070899436,1.0845865145728877,0.08159734665858785,0.0823747552531211,0.03220605390232638,0.12410880097408139,0.017578125,0.03515625
tau2_ratio,coadapt_minus_staged,10,1.0069885520149096,0.006603151614144177,2.0385165063416726,0.6814040658871071,1.0315279543267628,0.6470881384919865,1.448580944252886,0.001953125,0.017578125
delete_highest_load_ratio,coadapt_minus_staged,10,1.0109424671875118,0.022626750299674474,1.4017799672247582,0.18291496841832477,0.3908375000372467,0.2967897748286913,0.499626423936795,0.001953125,0.017578125
