run,group,seed,soft_relative_l2,worst_branch_l2,oracle_l2,aggregation_gain,soft_routing_regret,effective_experts,top1_ratio,temperature_2_ratio,delete_highest_load_ratio
matched2_seed42,two_subnet_parameter_matched,42,0.26440203189849854,0.9678183794021606,0.5643406510353088,0.8760685857643232,0.0145456213504076,1.9708555936813354,2.2230736283034225,1.1337920120470792,3.66040446986314
official2_seed42,two_subnet_official_size,42,0.22352878749370575,2.651362180709839,0.4976884722709656,0.9377841383102808,0.03288889676332474,1.8338353633880615,2.3314840718435454,1.9709220124336342,11.86139025061592
seed42_spatial_matched,four_subnet_parameter_matched,42,0.4402545988559723,1.5759282112121582,0.23457849025726318,0.11782419146966183,0.009752325713634491,3.1023852825164795,1.0220869287262482,1.0211447722466342,2.299833074891286
matched2_seed43,two_subnet_parameter_matched,43,0.24602603912353516,0.8242539763450623,0.547946035861969,0.8820640279794905,0.012612703256309032,1.9791594743728638,2.4701710326889605,1.0382582555809239,3.3502712935649304
official2_seed43,two_subnet_official_size,43,0.3280627429485321,1.8803268671035767,1.0029596090316772,0.9408775871523692,0.04822959750890732,1.9545435905456543,3.3400204343057602,1.1843354431098445,5.731607466924613
seed43_spatial_matched,four_subnet_parameter_matched,43,0.3662453889846802,1.4679796695709229,0.2187100648880005,0.2204935028543169,0.007357493974268436,2.6532235145568848,0.9894563955409142,1.0601014422796813,2.0583947343495357
matched2_seed44,two_subnet_parameter_matched,44,0.4508295953273773,0.8495685458183289,0.4940629005432129,0.5590535808940376,0.01284213736653328,1.999999761581421,1.2615342389215916,1.0333865240338829,1.4838269883828152
official2_seed44,two_subnet_official_size,44,0.1988043189048767,3.2704131603240967,0.6836174726486206,0.9723173618090785,0.05687141418457031,1.9050413370132446,3.6323510673286994,2.4914688957759874,16.450413041021076
seed44_spatial_matched,four_subnet_parameter_matched,44,0.36375805735588074,1.3188707828521729,0.18510591983795166,0.0926932289330703,0.0066071441397070885,2.526179313659668,1.0370486072280194,0.976527432481313,1.4621278018171027
